disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1547,,,,,,,,,,630116,c0799fb8de2b069064e1d1e6076b5fba105fe221,2023-11-06T00:44:28.167Z,56d8c45e-1b6e-4420-b3bd-0c9bcaf1c740
1548,3043,4252022.77,2779944.79,1472077.98,,,,,2023-11-05T00:00:00.000Z,262694,b664fadce18b1ba6f95e6dbb2e153fce54b99abc,2023-11-06T00:44:28.167Z,2ac27e5f-8b55-4f2f-b012-ae2b70ff7a14
5464,,,,,,,,,,0,03bbdfb3f16656a03451c5eb61eb692038882a72,2023-04-19T23:02:34.175Z,dc58d5a8-5bdb-40d1-aa8a-77e72899924a
1549,89231,190193142.6,113359261.5,76833881.12,,,,,2023-11-05T00:00:00.000Z,37574846,e8df2e86561e10f2b5d7cfc3555335443882e7ea,2023-11-06T00:44:28.167Z,d144c5de-0eed-441e-b3b7-2eff84f074de
1550,4531,8514432.84,6200742.72,2313690.12,,,,,2023-11-05T00:00:00.000Z,1565093,19121b15c96dfbd53ac2eb054cd0dbdb54f242a0,2023-11-06T00:44:28.167Z,f26c8099-142e-4bbd-b1a0-b5d720efeda4
1551,79390,164517307.5,77889008.09,86628299.44,,,,,2023-11-05T00:00:00.000Z,80168489.91,7ea3a8da23f6729f0f1bb419d6b30f452b98b5ab,2023-11-06T00:44:28.167Z,21067b41-bce9-4e34-8cc0-088fbc2738a9
1552,159978,416500859.5,118993520.9,297507338.6,,,,,2023-11-05T00:00:00.000Z,7475103,a424625a55bd15e28c2414fa43ad91dadb1e3232,2023-11-06T00:44:28.167Z,c85d3873-fa8f-4841-9a67-75a8cfffbd7d
1553,4010,13371728.21,10026877.07,3344851.14,,,,,2023-11-05T00:00:00.000Z,924963,48e4521fdb78dbe8ef19d9997ec8d0206b286d99,2023-11-06T00:44:28.167Z,137da07a-a959-484c-94cc-ca041ea5e71e
1554,1305,4243819.01,2991644.47,1252174.54,,,,,2023-11-05T00:00:00.000Z,892147,89fc097c7bdc8d93829055e4bf9fbfdc8b6da056,2023-11-06T00:44:28.167Z,0f55b0fc-2dfe-498c-b7ca-11c45001bedf
1556,6124,23662227.18,13809310.51,9852916.67,,,,,2023-11-05T00:00:00.000Z,2541082,6eaf93b8d818d8d1d5c53323728d66ea0633b1c5,2023-11-06T00:44:28.167Z,80bd91d7-fa05-4767-b7cd-e9889481f7d9
1557,25102,86766316.64,58004959.82,28761356.82,,,,,2023-11-05T00:00:00.000Z,9768599,21387944d2a0ba51f0b49b6e92ab6fbd80b7d2a8,2023-11-06T00:44:28.167Z,68bd1ee8-7144-4605-b8bd-88ebace46bc6
1558,4835,19308118.5,11920902.36,7387216.14,,,,,2023-11-05T00:00:00.000Z,2245014,71f690db7ad30e699ebbe4278d54d6db040880d6,2023-11-06T00:44:28.167Z,4a1cf264-251a-4034-9cba-c1779dd0ff1b
1559,,,,,,,,,,154535,0deaf7b4e74bef21dd5f88ed27c664e073845815,2023-11-06T00:44:28.167Z,4b06500c-a278-425f-81de-c866980b3596
1560,,,,,,,,,,1135905,4076751d7980436f2f55258158887b56b9d134a7,2023-11-06T00:44:28.167Z,12b58449-24a2-4faf-a2be-e97b025111b6
1561,180826,398620293.7,199814423.8,198805869.8,,,,,2023-11-05T00:00:00.000Z,84000410.17,c9287a842a31410b16d4cb40f0d9316db65cb6f8,2023-11-06T00:44:28.167Z,ff20ebac-7e4c-45d8-9fcd-34e1b69d5489
1562,,,,,,,,,,101251,cd10f9b88c1460d458887cfc97449100c1a7c024,2023-11-06T00:44:28.167Z,fcb96bba-3c56-4749-8e45-283fbac23304
1563,457,1785198.18,1401112.39,384085.79,,,,,2023-11-05T00:00:00.000Z,406711,81fb4d28ae95ef4c9281570e16e62027c362768d,2023-11-06T00:44:28.167Z,623bc897-2195-4c01-89c7-66fa8bfa4a46
1564,2198,2883537.86,1738636.54,1144901.32,,,,,2023-11-05T00:00:00.000Z,825556,459d56d75c1630bbd8fa9d6d3ae59ea7ac27a4de,2023-11-06T00:44:28.167Z,867bb066-ba41-4b45-b072-4b1c20faf15c
1565,536,1612140.93,1228390.3,383750.63,,,,,2023-11-05T00:00:00.000Z,700048,8db230f1b17e0a4f75145bcb311cf6a372a4a6ef,2023-11-06T00:44:28.167Z,798e4533-9c0d-4f00-b358-e14d66b50fb7
1567,,,,,,,,,,113870,3037f2312a32f8fa7b02a86e636229fba9de0478,2023-11-06T00:44:28.167Z,503d0d2e-9034-42b8-b48e-bf0a135d303a
1568,,,,,,,,,,226946,a5834de56869a45968fda21d841b286198158ddc,2023-11-06T00:44:28.167Z,c0956593-e55e-4058-872d-c3b4e4b218ea
1569,1363,4210930.22,3076879.4,1134050.82,,,,,2023-11-05T00:00:00.000Z,614553,a59f8dab5090db9e8fb74be47ee96f0d005953c1,2023-11-06T00:44:28.167Z,93a192fc-170d-4cee-80c2-954fabbb346b
1571,,,,,,,,,,464357,7f37e646224a509708254566359a8a8928430397,2023-11-06T00:44:28.167Z,9258fe67-2710-4394-b104-aaa3e7200519
1572,,,,,,,,,,8602,26ea613fdbd486429f8f5a972f8097913e494173,2023-11-06T00:44:28.167Z,9dd0eadf-c278-4919-875c-88e6280dce32
1573,9713,12352135.45,5247474.19,7104661.26,,,,,2023-11-05T00:00:00.000Z,2364984,f87c75aba1ecfb410359b9643c803ed64edc840c,2023-11-06T00:44:28.167Z,f006cca5-8aa9-4cfe-a3b0-fb677c8174d1
1574,,,,,,,,,,797224,b9e8af1ea694f67c68f2fff4f70d008100e679a5,2023-11-06T00:44:28.167Z,ede07919-964b-487d-950c-0a3d8cfff36b
1575,,,,,,,,,,222817,e037bca4c4e0c798c9444fa238b6020351d8f057,2023-11-06T00:44:28.167Z,465972a8-4389-4ae6-b2be-80b4a641cd0b
1576,,,,,,,,,,527138,ec88dbcb952394a55da56605a42d1b1076270e65,2023-11-06T00:44:28.167Z,a5a4a465-2a0e-4711-98ee-b0fb82c290af
1577,10913,21484255.07,15066521.04,6417734.03,,,,,2023-11-05T00:00:00.000Z,16609685,b66f524013014bffbd65591519dcd692ff4b60aa,2023-11-06T00:44:28.167Z,c8add42e-9cb0-4179-9462-4b8c6b0c9310
1578,,,,,,,,,,144298,857ac6c121a6c2bfe8d52ab148572795d0e35663,2023-11-06T00:44:28.167Z,73e7ed8f-cf5e-4bb8-84a4-6998e165888c
1579,,,,,,,,,,2183102,06229ab4eb8143c332f9ac0590306217c268832e,2023-11-06T00:44:28.167Z,f579e3b8-aee0-4472-a233-c769b6b3b031
1580,8205,10017388.91,4306096.86,5711292.05,,,,,2023-11-05T00:00:00.000Z,5694936,3ec23a40f880dc0bb4598cfacdf3dcef7e264125,2023-11-06T00:44:28.167Z,852ce40f-4116-41ce-b437-3454f5da04ec
1581,,,,,,,,,,112353,e6ef542ab9e514fd62c7664055c6f6916033def4,2023-11-06T00:44:28.167Z,70445c00-aa6d-400d-9e23-e1a9f543ce12
1582,358,2507569.84,1151270.77,1356299.07,,,,,2023-11-05T00:00:00.000Z,462000,2bfae1bf3155c57648ee0479bc136abf315d7f3a,2023-11-06T00:44:28.167Z,e52ebcd3-0617-422b-b6f8-e6e01b0f4d1a
1583,,,,,,,,,,410149,76a8e4d0e25b5754eab0658c79af38949e7678b0,2023-11-06T00:44:28.167Z,04ef419f-b97d-4f1b-a28b-e8e83f0ee0a6
1584,,,,,,,,,,435749,c14069b89f3d2a2b2672c87b43f68dfd34f41cb3,2023-11-06T00:44:28.167Z,abc33bc0-15d4-4809-94ac-fa13c2e449a9
1585,,,,,,,,,,3238180,d6b34c43b3d63d20f09ed0c03a2ea987a2f0f0be,2023-11-06T00:44:28.167Z,acaaba64-0b15-418d-bb0c-2233c07bfe05
1586,,,,,,,,,,91326,0cbd0bc0db1600e8c241c629aaf8d7645c4f3dbb,2023-11-06T00:44:28.167Z,96f7c9ec-a32a-4d47-9698-b7a548d75940
1587,1496,3869721.15,3227036.68,642684.47,,,,,2023-11-05T00:00:00.000Z,1651431,06d1dfbfcc94cf088f11ecc2a2da01ba73e7e4a9,2023-11-06T00:44:28.167Z,c2908a14-ad2c-449c-a1bc-b5a65c7baadd
1589,2055,8072710.16,5099512.15,2973198.01,,,,,2023-11-05T00:00:00.000Z,1930842,61199f0b0dad721a494014446caacc9860646471,2023-11-06T00:44:28.167Z,34253a92-4178-4ef9-b66f-43a456bcb9dd
1590,,,,,,,,,,0,57a7d5b7a4fe8c2395c7e69966bd299b7e5b739d,2023-11-06T00:44:28.167Z,a9ae0123-c937-4e1a-b82b-71e7be4df37d
1591,,,,,,,,,,456544,f5c081b2c6e5ae32f7dc8a290a1b8924ca43fee9,2023-11-06T00:44:28.167Z,07d2e3b3-edbd-4a9e-b48b-659ccc0afe96
1592,,,,,,,,,,82281,87fec7c1a4bc4c7c13a9e9cf94c8d29b9833110d,2023-11-06T00:44:28.167Z,29cc28a3-eb84-4385-b376-4a289f6b1def
1593,4468,4457183.03,2100996.87,2356186.16,,,,,2023-11-05T00:00:00.000Z,992916,1dc951bb7cce0e860b76b0a94dfac4bb0aa8d6ff,2023-11-06T00:44:28.167Z,4b72aa10-319f-4441-9526-dc707e0fc8c1
1594,,,,,,,,,,181466,5698b9d5ccbd73b5a20afa06f4cd1a4c1b512bdd,2023-11-06T00:44:28.167Z,bcf95f5b-f25c-4885-818c-102b04116627
1595,21150,21564056.01,6644116.97,14919939.04,,,,,2023-11-05T00:00:00.000Z,11497847,831c340e604f8e36118c1d5172dcc9febfcecc20,2023-11-06T00:44:28.167Z,3333d9dd-de3e-406c-afc8-988bee91c06b
1596,,,,,,,,,,4671,dd8d61f43e010caa80711b2d7d8d1523e2e7d824,2023-11-06T00:44:28.167Z,a514026c-cda7-40a9-bd37-e6b55e2cd8e4
1597,,,,,,,,,,1091759,309c1ffdea612ac4049756023d3b8bef93c6e4dc,2023-11-06T00:44:28.167Z,8cf36ea8-00ed-4716-ae67-c33636ae04bc
1598,,,,,,,,,,0,a52d4e64e7a95d41e55b0736eaeafd8d87ddc06e,2023-11-06T00:44:28.167Z,c44a276d-3010-4cb1-bb69-d2506a77a8f4
1600,,,,,,,,,,178200,679356610e4e0e69ec316a1772184aa9bd4187b9,2023-11-06T00:44:28.167Z,ffed25cb-df1c-4471-81fb-95b2392dcb86
1601,,,,,,,,,,200225,4723defcd88c7bb483e0cedacba0b1b274498d59,2023-11-06T00:44:28.167Z,29d0f9ea-43f8-4f8d-b1d6-84e7bddc4b11
1602,,,,,,,,,,10236074,6ccbcbf8ca88c3f4512b18259eb42a55cd9f20a4,2023-11-06T00:44:28.167Z,41696480-ebc4-4a42-a4b0-d048b3f297c1
1603,737609,5247169459,3745182195,1501987264,,,,,2023-11-05T00:00:00.000Z,1671835350,555b09c45a1523169b9342b0c374665221a7f075,2023-11-06T00:44:28.167Z,baa12ca7-a798-4a3a-b59d-9831f5ad8290
1604,274488,1293717474,875826174.6,417891299.9,,,,,2023-11-05T00:00:00.000Z,333396230.9,2c263445a7a1f0a2050e41b1b365cd059df699d5,2023-11-06T00:44:28.167Z,07b01f77-2936-4e48-b448-f6ba3be0f860
1605,55830,128278244.6,90412186.66,37866057.95,,,,,2023-11-05T00:00:00.000Z,59190787.04,368e121ee2484c6aebc725f53b60adbc2128aada,2023-11-06T00:44:28.167Z,03cec540-1e02-40d3-87e4-5d581c5b1c08
1606,252022,618379759,523188508.5,95191250.5,,,,,2023-11-05T00:00:00.000Z,90546358,a96ee66cd9f80fa58938c1fb6cf759d572bd20a0,2023-11-06T00:44:28.167Z,a3a26f11-e677-4c53-9b0b-9153992170b8
1607,177538,523284650.3,417487431.2,105797219.1,,,,,2023-11-05T00:00:00.000Z,134379847.4,dce51f9340a683af56d7243203bb2030f2d7bcb9,2023-11-06T00:44:28.167Z,9b5d4ac0-2eef-4c02-a2cb-2e51142106da
1608,,,,,,,,,,341998,126583aa1d4a083a7c42b0ffc3c8c3e61b90fe64,2023-11-06T00:44:28.167Z,69569125-9e5e-4602-bd47-32ac36ef3cd6
1609,227320,342239388.4,150773551,191465837.4,,,,,2023-11-05T00:00:00.000Z,146249079.2,225962fc39c87acce67fca63c98c7d300a4a3d56,2023-11-06T00:44:28.167Z,1c1e242a-62b6-414a-9262-200e6ff7ec2c
1610,379,1102655.35,899448.72,203206.63,,,,,2023-11-05T00:00:00.000Z,958210,0fa66cc51b5aa551c40200ac3c973487c48c000a,2023-11-06T00:44:28.167Z,aa58c332-80bd-42dc-b10a-82d1611ee9d2
1611,,,,,,,,,,68814,b816bf9a74f074ae5e59997c4390d9c6493e1e1d,2023-11-06T00:44:28.167Z,1093aa37-d2fa-45dd-82ca-1893c49f1624
1612,244,885607.65,305110.65,580497,,,,,2023-11-05T00:00:00.000Z,233931,c5e29942d456a057c1a2ca2f8345a2ebbfaf5761,2023-11-06T00:44:28.167Z,5431e4cf-37c2-4850-b569-e61ad49641ea
1613,,,,,,,,,,622180,d285c26ba8442500933e2849270021931fbc185e,2023-11-06T00:44:28.167Z,2659fcf6-98de-48a0-b9b8-f79207b40267
1614,1526,3640862.23,3069838.57,571023.66,,,,,2023-11-05T00:00:00.000Z,556944,8af8b23c10cdd0f3b9d75f04add2fa0f15cc9b4e,2023-11-06T00:44:28.167Z,f304f012-11ea-4e26-9e18-26508392ca1d
1615,,,,,,,,,,0,4f2016ea69922316cd9336a0752448fed599174b,2023-11-06T00:44:28.167Z,559859cc-ca53-4e83-8acd-bd089f99cc41
1616,,,,,,,,,,111586,0cd73c960e5fe50ab9d58a39a73c6d27bafee106,2023-11-06T00:44:28.167Z,b03cd3a2-fd7d-4450-87c5-287be3d2d8fc
1618,,,,,,,,,,155550,4a129e0bfc6034d72775b8e6b511b5cda1414d4b,2023-11-06T00:44:28.167Z,8c5c9ba4-66eb-4240-9a4f-17e539ae1c56
1619,,,,,,,,,,127399,158f43240d6eb4e8606fcef7f22854f6a9840011,2023-11-06T00:44:28.167Z,d1119f05-c9ef-4915-a74a-43d64eb09979
1620,,,,,,,,,,1607048,a2906fdca5dc25b401f80428cfe8c147164b3498,2023-11-06T00:44:28.167Z,a28c6371-d174-4286-b60a-d2dae25ecdae
1621,,,,,,,,,,104508,d4c5fed823886132d0733c39516b60bd4ff264aa,2023-11-06T00:44:28.167Z,3955dd4c-a93b-4d69-ade0-51746326e55d
1622,,,,,,,,,,643609,dafc7385a3b2825e525154443cef24aaeb5c7402,2023-11-06T00:44:28.167Z,90e6ad4f-9233-4125-9f0a-16739cf3bfa4
1623,196,2170143.29,1248362.22,921781.07,,,,,2023-11-05T00:00:00.000Z,1519690,3b2c602b633b2fa7a4bccccc47ac095b5ebb2a50,2023-11-06T00:44:28.167Z,3a3d16c5-f919-4324-8bd7-4f450a25b406
1624,164,1657653.02,805363.38,852289.64,,,,,2023-11-05T00:00:00.000Z,1681560,734dbe53c59a9f4f347d676389838a897a3b4bdb,2023-11-06T00:44:28.167Z,792e8b32-7008-4184-99d5-66178f4e87b4
1625,,,,,,,,,,632542,48f4d351daddc66bab357a3c52af3154eef06c84,2023-11-06T00:44:28.167Z,e0c2978f-8d83-474a-8b0f-caf0987ab6a2
1626,,,,,,,,,,571436,9f3d87776c32d73ebb7fbdaead969250ffb344ea,2023-11-06T00:44:28.167Z,630dd379-8c11-4a8b-ba2c-7752123e4cd9
1627,,,,,,,,,,376173,b36f395a04591fb5b34b2510bfd845d2f63db5fe,2023-11-06T00:44:28.167Z,0f9e3ea3-e89f-489d-802a-a7b4024bbae3
1628,2158,7031442.71,5331007.59,1700435.12,,,,,2023-11-05T00:00:00.000Z,5236367.56,77f90e3d7a85345774f6a6eeb6f3af3ef1703d35,2023-11-06T00:44:28.167Z,443e84ef-3a84-416c-ab5e-843ad9aa8a9f
1629,,,,,,,,,,640210,ec9b830957db74354e4f26d1c128ae974ba66faa,2023-11-06T00:44:28.167Z,abb384ab-766e-402a-b9c7-0ff2e411c44a
1630,,,,,,,,,,138344,7e2b23a13d6cf81a1e4613d447c5d412e6b3dcc9,2023-11-06T00:44:28.167Z,16ff4834-9b99-499e-8d70-8969bb0510e1
1631,441,1587654.75,964476.46,623178.29,,,,,2023-11-05T00:00:00.000Z,970594,345a617aadfb42d5c9f0a7cc535ff0284078feb6,2023-11-06T00:44:28.167Z,45dae39d-93bb-4b0f-bb8e-f2d108938829
1632,,,,,,,,,,1197009,c5a033f259a3c010bb1e345ed121678d97eb6646,2023-11-06T00:44:28.167Z,42dda6bb-913f-4078-a942-6e5e5b28054b
1633,515,1067253.81,632984.92,434268.89,,,,,2023-11-05T00:00:00.000Z,751110,518d6a0a31ae8c52e6cf958ea76f6c3b6001b3ba,2023-11-06T00:44:28.167Z,35545cca-3e3e-4d71-83a5-c1c05c366879
1634,399,1597672.53,818504.04,779168.49,,,,,2023-11-05T00:00:00.000Z,716476,0126094b5f522fd9f17a1d526b1643603cf3899d,2023-11-06T00:44:28.167Z,7bbf9752-b293-484d-aacc-830ee4c3037b
1635,756,2611696.48,1480688.19,1131008.29,,,,,2023-11-05T00:00:00.000Z,3075208,576a95723777f7f150f3371b5598e12a3208a555,2023-11-06T00:44:28.167Z,620ec40a-8bd9-445e-a1ea-7c95b82d6906
1636,346,1230390.88,755400.93,474989.95,,,,,2023-11-05T00:00:00.000Z,568677,3f15486166d832ca10304989435eaa5102abd223,2023-11-06T00:44:28.167Z,73c135b3-feae-4457-b839-4a2634491b62
1638,,,,,,,,,,238076,f76d94cd77eda9e9b85252e9c20851cd18e8a444,2023-11-06T00:44:28.167Z,5ea19739-c54a-450e-9d09-8302f140a3f6
1640,214,627043.17,527647.9,99395.27,,,,,2023-11-05T00:00:00.000Z,400486,c088ac26401affcf5bb9b30cbf6b05f5fb0d8f66,2023-11-06T00:44:28.167Z,a8273717-fe27-4913-83f0-4b27ae6562c0
1641,,,,,,,,,,657887,31624086808177b7a0e54c028e6eeb7aef21a1e9,2023-11-06T00:44:28.167Z,4a25ff9e-adc5-4247-a3b0-372220e44469
1642,8234,18613563.29,16757185.29,1856378,,,,,2023-11-05T00:00:00.000Z,1881915,418dd7925ed1ef0a8b397b21f4491063ec1bcda6,2023-11-06T00:44:28.167Z,08f8fbb9-ed29-4cb8-bb77-0fe8fdb5c990
1643,4418,8999191.49,8194081.13,805110.36,,,,,2023-11-05T00:00:00.000Z,1662883,f3cba34ab619235cd7035bfb8bd73df5bf658ebf,2023-11-06T00:44:28.167Z,279e6671-7ddd-4dea-8015-2f3d7b2ca853
1644,581,1013205.06,934193.09,79011.97,,,,,2023-11-05T00:00:00.000Z,85895,49bde0e5ca445f09172599d10c376d0f6c700ac6,2023-11-06T00:44:28.167Z,5daa3129-743f-4ad7-bd7c-8a391b3b91ca
1645,,,,,,,,,,373069,6df8f74063f314478048b061c6c6d05ecfd14ec7,2023-11-06T00:44:28.167Z,11700294-92b3-4b12-8865-ff4037e21757
1646,,,,,,,,,,1394670,8011ea859be63b2f6ecdc6c963b9f90d174a00a3,2023-11-06T00:44:28.167Z,d05d6140-27db-4bbe-a921-6f2308fc748a
1647,,,,,,,,,,160630,3566e3f33e8539255205dd0d4eefa78030296b0a,2023-11-06T00:44:28.167Z,23b4daac-5eb3-4d08-8c1c-d9210b50ac7d
1648,,,,,,,,,,375402,98ea82bc7c541173c08ae3679f3ac8ebdc99167b,2023-11-06T00:44:28.167Z,bd445d32-930f-4df0-b380-c6752899f0a3
1649,8144,20691866.81,17761717.66,2930149.15,,,,,2023-11-05T00:00:00.000Z,5503215,868676aadb4668f66ef1377102b176e7da0730a1,2023-11-06T00:44:28.167Z,6dd16f4c-60c5-44a5-9cc2-c193ca35eac8
1650,9309,31528398.09,24766553.19,6761844.9,,,,,2023-11-05T00:00:00.000Z,10584690,55efddfe2fc75f2868da693611fd9bdc77cd8272,2023-11-06T00:44:28.167Z,43b5966f-8cbc-4920-ba62-c4beaeb9b8f3
1652,,,,,,,,,,760524,c318592a365e1e9a47c83ea27058dbfa4ad652f4,2023-11-06T00:44:28.167Z,edcb3edb-e571-45c7-810b-228fbdf36ad0
1653,325,542186.19,431234.49,110951.7,,,,,2023-11-05T00:00:00.000Z,52500,80f5785e8c6f61aa4f4ec684f36bc0e037d0a379,2023-11-06T00:44:28.167Z,1889769f-1edf-4d03-a490-169c1602f8f9
1654,,,,,,,,,,53347,fc55015ae52bf04b8a348400142d3330a86d137b,2023-11-06T00:44:28.167Z,9a5a1be6-9e36-48c7-8138-a33df201e394
1655,,,,,,,,,,307609,1a20187103e2625123a632e272619cb43e56f2b1,2023-11-06T00:44:28.167Z,1fa99f6f-bedf-498c-b3e7-6f6314b33b8c
1656,4015,9412548.07,8152005.28,1260542.79,,,,,2023-11-05T00:00:00.000Z,2797299,3f96ceeaba2b4bbf5650013d9811431d16f073ee,2023-11-06T00:44:28.167Z,b773beaa-2575-4308-97e3-4f98ab53ca5f
1657,,,,,,,,,,73741,aa7f1ef866c8176cba8b9a9a235554a84ae9955e,2023-11-06T00:44:28.167Z,d7c2eeec-c238-4bfb-b769-69203da7af0e
1658,1972,4604303.23,3601405.13,1002898.1,,,,,2023-11-05T00:00:00.000Z,843339,60f1f0547fdb6dfff4a89db2d961c9b76a5a0f0a,2023-11-06T00:44:28.167Z,a2e88d23-cc37-465f-b3ee-17e3f1ec5716
1659,570,1734450.72,1077205.11,657245.61,,,,,2023-11-05T00:00:00.000Z,37359,907f7907335daed5e6851335104076509126f7ef,2023-11-06T00:44:28.167Z,289d9c58-561a-4073-9bf0-f5cac7f1a829
1660,,,,,,,,,,1123094,1ebe7291c9fa0ffffab7756d36cddc05fa192d98,2023-11-06T00:44:28.167Z,5bd68965-defe-42aa-9f67-0bbdd479fc09
1661,,,,,,,,,,1713943,726103712ec8081d40c29917c2bb1817c721a17e,2023-11-06T00:44:28.167Z,a6f8e027-a405-481a-97e5-78f99ab21900
1663,,,,,,,,,,1257854,9a82695325fa45f71865b27b01679527b0b21a2e,2023-11-06T00:44:28.167Z,5c0a803d-de06-48eb-9c1a-7e46d20135fa
1664,2635,9498514.38,9442754.21,55760.17,,,,,2023-11-05T00:00:00.000Z,1660378,a5913916d0036df35b328e2668c54a365a757a44,2023-11-06T00:44:28.167Z,92539469-dee9-4f2d-b3c4-fca26382ece7
1665,8173,9121209.04,6373884.58,2747324.46,,,,,2023-11-05T00:00:00.000Z,7291700,683bc4e15daf56743ec3bd024a6c620d65cf9b93,2023-11-06T00:44:28.167Z,70533d64-f6f8-4eb0-8e91-8bd4b432feb8
1666,,,,,,,,,,339901,56d6b3fefdc51bf0da572424fface9e18e86cccc,2023-11-06T00:44:28.167Z,53b3bf07-6235-4696-911b-0335ac084a9e
1667,,,,,,,,,,128567,16acebfff85978f2a86d5a4195466b3dd7f50711,2023-11-06T00:44:28.167Z,abae2fd0-2230-4cae-b9eb-a71150027321
1668,1753,6102556.19,5396714.93,705841.26,,,,,2023-11-05T00:00:00.000Z,0,0993f1102fcaddcc95131cf6f688034d3af32efd,2023-11-06T00:44:28.167Z,c038912c-c128-4799-8715-6c32870a6fd9
1669,,,,,,,,,,1055799,a0b6dd53853dc36c832967e779dad8ea09812016,2023-11-06T00:44:28.167Z,189289f2-73ce-498a-bfa5-923a0a4b4d7a
1670,937,2979765.22,2744484.82,235280.4,,,,,2023-11-05T00:00:00.000Z,0,b3bf7770fe2c489d5cab588b8a7bc0c7a7374cc4,2023-11-06T00:44:28.167Z,82584b8d-71e3-41d2-9ceb-3902441e86ae
1671,1012,5388213.23,4388471.79,999741.44,,,,,2023-11-05T00:00:00.000Z,4299208,b4bf025eaf64d790de6c514a617c333a45c24938,2023-11-06T00:44:28.167Z,431e3dbd-e9c9-425f-892d-f3c15b75e703
1672,,,,,,,,,,1340672,d9857e978b29cb03df65c404261f9fe3161b2b12,2023-11-06T00:44:28.167Z,9dfed1f3-bc5a-487b-90b6-dc4099697dea
1673,,,,,,,,,,1213406,1b0e4e12820efa110829352c01afb57f4ac7ae0d,2023-11-06T00:44:28.167Z,2177aff2-7551-4cda-b13c-2ce0d82b9ba0
1674,,,,,,,,,,17408694,8176237c41885c154b52402b4126f91578f9047d,2023-11-06T00:44:28.167Z,3cadd995-4594-472a-b2cf-c0489b6c5b67
1675,,,,,,,,,,32870167,6c8f591d362075f898830f4dbbbfae094b013d1b,2023-11-06T00:44:28.167Z,1d60cc50-8d47-4a91-8e8b-dca9302a25db
1676,,,,,,,,,,16724761,4c15393057974a445babae62db9c487b0c64ed7f,2023-11-06T00:44:28.167Z,0fb07f19-65e2-45c1-ad4b-26e1fceef481
1677,,,,,,,,,,237184,345764bf00bb9706ccd3feff3e1bfb3b74f8def4,2023-11-06T00:44:28.167Z,afc6afad-78b9-4476-80a8-db759333518f
1678,,,,,,,,,,9858211,096de0810bf01b876e609ca4bc59fafff98666a1,2023-11-06T00:44:28.167Z,d02c28bc-0386-4a10-b542-562bae81d6f3
1679,531,3655288.86,3024688.43,630600.43,,,,,2023-11-05T00:00:00.000Z,2327370,0e20950bdb4d72598852b7fc8547f93fc1a34f46,2023-11-06T00:44:28.167Z,0f0a412a-d200-4dc6-b1e5-ee5cebb0f088
1681,,,,,,,,,,2866338,c44d5693bc2fd05fd4d9813af8cecff0ca40b37d,2023-11-06T00:44:28.167Z,da368932-a8cc-4250-b259-bbad642d7d82
1682,,,,,,,,,,4507985,27f3bcc2a7ff988e171b22a0ed0c138bd2131273,2023-11-06T00:44:28.167Z,925fefc3-21ca-4f48-a226-98d65ef1a37c
4731,,,,,,,,,,0,204a1b421bb9af8bfcd4797a78eb707a250fc7fe,2023-08-25T23:03:45.934Z,511f37de-2e3b-4e75-8571-79a63672bf9d
4747,,,,,,,,,,0,1c36a12a70437b4fe6efb087a5800c606722abd5,2023-10-26T23:02:49.245Z,620944f0-5962-4aae-b9da-8e92e9702aca
1683,,,,,,,,,,893692,b29707d21c31a04d500499c8646c0c88267c53b9,2023-11-06T00:44:28.167Z,e7865001-a88c-4c9c-89c5-b29cea469348
1684,,,,,,,,,,1223627,7153eb4ad84acda330ee7831022a18d652297bbe,2023-11-06T00:44:28.167Z,10e58dd2-792d-4020-b55a-4bb6732e8c80
1686,313,1354036.12,906501.94,447534.18,,,,,2023-11-05T00:00:00.000Z,8877853,2cdfaf6e39b876a031ced0f5d1d06889e8de6877,2023-11-06T00:44:28.167Z,502c917b-8a09-4637-ac30-2ff9f4dc685a
1687,352,1669966.27,1176166.5,493799.77,,,,,2023-11-05T00:00:00.000Z,1560380,91d51d5a975843ab43dd1c1730888a605662aa7f,2023-11-06T00:44:28.167Z,0e8e4685-6285-49ad-9cb3-378f061329d3
1688,,,,,,,,,,8187875,fdbd748a371f9f17bf1571e69b01e484c6867a18,2023-11-06T00:44:28.167Z,a372acf5-45a2-4fcd-8589-8714101d4dca
1691,,,,,,,,,,186168,743132966585ef25c63e72348eb7a1c62ec8f5e6,2023-11-06T00:44:28.167Z,7b7e5b19-15ad-4d8c-81a1-c97694b24d1d
1692,5215,12307474.22,11097850.83,1209623.39,,,,,2023-11-05T00:00:00.000Z,1680577,9578bd35b7b0d07e2ab8fee1cc926ded32491ef8,2023-11-06T00:44:28.167Z,3f684261-e1ab-4c62-a123-96b2a3f064ec
1693,1186,1996983.07,1834542.4,162440.67,,,,,2023-11-05T00:00:00.000Z,2554032,12451c0a12d4fdd72412228637a2868c139804cf,2023-11-06T00:44:28.167Z,5f8100e0-da18-465c-b1cf-836cedd996cd
